ID,Email,FirstName,lastName,Age,Gender,Type,Status,Children,Estimated Income,Car owner,churn score,churn class,churn status,zipCode,Marital Status,Long Distance,LongDistanceBilltype,International,Local,LocalBilltype,Dropped,Paymethod,RatePlan,Balance,Usage
577,Name_577@email.com,firstName_577,Name_577,50.613333,F,Person,S,1,16326.7,FALSE,0.842593534,T,Assessed,92100,Single,0,Intnl_discount,10.79776303,1.34,FreeLocal,0,CC,2,32.54916814,1.34
580,Name_580@email.com,firstName_580,Name_580,51.38,F,Person,S,2,9559.78,FALSE,0.733561705,T,Assessed,6000,Single,18.31,Standard,47.51429921,59.59,FreeLocal,0,CC,3,129.3172429,77.91
583,Name_583@email.com,firstName_583,Name_583,50.753333,F,Person,M,2,42031.8,FALSE,0.591047436,F,Assessed,95051,Married,20.45,Intnl_discount,49.92511435,39.33,Budget,0,CH,3,124.3624305,59.78
585,Name_585@email.com,firstName_585,Name_585,28.42,F,Person,M,2,83284.1,FALSE,0.37934211,F,Assessed,95051,Married,26.91,Intnl_discount,43.43795986,9.04,FreeLocal,0,Auto,3,128.1462348,35.96
586,Name_586@email.com,firstName_586,Name_586,26.26,M,Person,M,1,39229.1,FALSE,0.132446508,F,Assessed,6200,Married,28.82,Intnl_discount,4.74,13.53,Budget,0,CC,4,82.74054524,47.1
587,Name_587@email.com,firstName_587,Name_587,42.393333,F,Person,D,1,68427.4,FALSE,0.281407812,F,Assessed,95051,Divorsed,23.76,Standard,26.31071012,50.05,FreeLocal,0,Auto,4,48.6308924,73.81
589,Name_589@email.com,firstName_589,Name_589,49.266667,M,Person,S,0,3601.71,FALSE,0.686567982,F,Assessed,94000,Single,9.57,Intnl_discount,4.19,111.84,Budget,0,Auto,1,41.40790547,125.6
591,Name_591@email.com,firstName_591,Name_591,55.66,F,Person,S,0,98716.3,FALSE,0.969372144,T,Assessed,95051,Single,20.97,Standard,8.23,13.92,FreeLocal,0,CC,4,34.67858182,43.13
592,Name_592@email.com,firstName_592,Name_592,62.48,F,Person,S,2,66182.7,FALSE,0.609309573,F,Assessed,94000,Single,11.7,Standard,20.4110077,47.17,Budget,0,Auto,2,27.67598933,58.87
593,Name_593@email.com,firstName_593,Name_593,50.433333,F,Person,S,2,84789.3,FALSE,0.890745084,T,Assessed,6000,Single,14.22,Standard,8.8,10.45,FreeLocal,0,CH,4,86.24221653,33.47
595,Name_595@email.com,firstName_595,Name_595,48.853333,F,Person,M,2,35976.5,FALSE,0.865364178,T,Assessed,6200,Married,18.85,Intnl_discount,19.12948206,31.78,FreeLocal,0,Auto,4,90.98863089,50.63
596,Name_596@email.com,firstName_596,Name_596,64.92,F,Person,M,0,32703.1,FALSE,0.242156647,F,Assessed,87430,Married,16.8,Intnl_discount,19.4638709,56.09,Budget,0,CC,4,43.12745057,72.89
598,Name_598@email.com,firstName_598,Name_598,52.973333,F,Person,M,2,8204.72,FALSE,0.453292416,F,Assessed,6000,Married,15.59,Standard,44.760668,24.19,FreeLocal,0,CH,4,28.53132021,39.79
599,Name_599@email.com,firstName_599,Name_599,50.6,M,Person,M,1,97180.4,FALSE,0.709291051,T,Assessed,92100,Married,8.21,Standard,9.63,45.66,FreeLocal,0,CH,4,73.72211278,63.51
601,Name_601@email.com,firstName_601,Name_601,33.74,F,Person,S,2,38280,FALSE,0.863069515,T,Assessed,93000,Single,11.64,Intnl_discount,6.03425426,74.97,FreeLocal,0,Auto,4,110.7199146,86.61
602,Name_602@email.com,firstName_602,Name_602,61.106667,M,Person,S,0,64136.6,FALSE,0.773581773,T,Assessed,43000,Single,16.21,Intnl_discount,1,125.15,FreeLocal,0,CC,2,124.505192,142.37
604,Name_604@email.com,firstName_604,Name_604,61.713333,F,Person,M,2,45429.7,FALSE,0.972336522,T,Assessed,93000,Married,24.7,Standard,31.8694036,73.04,FreeLocal,0,CH,3,125.6802951,97.74
606,Name_606@email.com,firstName_606,Name_606,53.986667,F,Person,S,0,25285.5,FALSE,0.947251017,T,Assessed,93000,Single,9.37,Standard,13.06849115,11.93,FreeLocal,0,CC,4,32.36298437,21.3
607,Name_607@email.com,firstName_607,Name_607,33.6,F,Person,M,2,77551.1,FALSE,0.391963514,F,Assessed,94000,Married,20.53,Intnl_discount,41.67161231,41.89,Budget,1,CC,3,60.41964497,62.42
608,Name_608@email.com,firstName_608,Name_608,12.326667,F,Person,M,0,38538.4,FALSE,0.726195972,T,Assessed,43000,Married,22.86,Standard,8.32,16.48,FreeLocal,0,CC,3,127.3844107,47.66
609,Name_609@email.com,firstName_609,Name_609,57.42,F,Person,S,0,69350.5,FALSE,0.101031899,F,Assessed,94000,Single,1.9,Standard,37.65861712,25.95,FreeLocal,0,CC,4,7.487732221,27.86
616,Name_616@email.com,firstName_616,Name_616,21.78,M,Person,S,2,43634.5,FALSE,0.983346926,T,Assessed,95051,Single,29.44,Standard,9.42,104.64,Budget,0,CC,4,135.4512877,143.5
620,Name_620@email.com,firstName_620,Name_620,62.606667,F,Person,S,1,13109.1,FALSE,0.997359884,T,Assessed,87430,Single,22.38,Standard,0.75873241,40.48,Budget,0,Auto,4,119.7290103,62.87
621,Name_621@email.com,firstName_621,Name_621,56.046667,M,Person,S,1,92647.5,FALSE,0.871680606,T,Assessed,95051,Single,16.04,Standard,5.74,10.34,Budget,0,CC,4,56.61303181,32.13
622,Name_622@email.com,firstName_622,Name_622,62.753333,M,Person,S,2,21021.6,FALSE,0.618131633,F,Assessed,6200,Single,3.75,Standard,37.65515266,11.19,Budget,0,CC,2,12.48053539,14.95
623,Name_623@email.com,firstName_623,Name_623,55.34,M,Person,S,0,74460.7,FALSE,0.825340388,T,Assessed,6000,Single,25.53,Standard,0.99,179.93,FreeLocal,0,CC,3,49.13765682,206.46
626,Name_626@email.com,firstName_626,Name_626,41.666667,F,Person,S,2,28787.4,FALSE,0.992071651,T,Assessed,92100,Single,27.97,Standard,19.73021721,58.09,Budget,0,Auto,3,32.83369084,86.06
629,Name_629@email.com,firstName_629,Name_629,59.126667,M,Person,M,1,13091.6,FALSE,0.336155493,F,Assessed,6200,Married,22.79,Intnl_discount,28.84865618,20.26,Budget,0,CC,3,15.74473936,43.06
632,Name_632@email.com,firstName_632,Name_632,45.92,F,Person,M,2,62061.8,FALSE,0.620433485,F,Assessed,6000,Married,29.86,Standard,2.385854494,52.22,FreeLocal,0,Auto,4,20.64042011,82.08
633,Name_633@email.com,firstName_633,Name_633,22.12,F,Person,M,1,20550.9,FALSE,0.743069038,T,Assessed,43000,Married,27.72,Standard,0.86,57.06,Budget,0,CC,4,32.57827825,85.64
636,Name_636@email.com,firstName_636,Name_636,18.766667,M,Person,M,2,1765.41,FALSE,0.329565907,F,Assessed,6000,Married,3.04,Standard,27.8486037,44.95,FreeLocal,0,CC,1,76.59201267,47.99
639,Name_639@email.com,firstName_639,Name_639,56.186667,F,Person,S,2,19131.1,FALSE,0.836889825,T,Assessed,87430,Single,22.15,Standard,4.448957298,34.91,Budget,0,Auto,1,110.0733113,57.07
645,Name_645@email.com,firstName_645,Name_645,50.493333,M,Person,M,2,42750.3,FALSE,0.233135594,F,Assessed,87430,Married,20.59,Intnl_discount,1.97,112.4,Budget,0,Auto,2,46.3668032,134.97
647,Name_647@email.com,firstName_647,Name_647,45.92,F,Person,S,2,2842.55,FALSE,0.772669182,T,Assessed,87430,Single,0,Intnl_discount,5.940306255,0.79,Budget,0,Auto,4,38.05224913,0.79
648,Name_648@email.com,firstName_648,Name_648,52.626667,M,Person,M,2,22358.1,FALSE,0.324914342,F,Assessed,94000,Married,15.54,Standard,1.52,12.19,Budget,0,CC,3,56.74777392,29.25
650,Name_650@email.com,firstName_650,Name_650,27.26,M,Person,M,0,47870.8,FALSE,0.149580464,F,Assessed,43000,Married,2,Standard,1.17,12.48,FreeLocal,0,CC,2,95.91599543,13.82
651,Name_651@email.com,firstName_651,Name_651,41,F,Person,S,2,6440.46,FALSE,0.294814138,F,Assessed,87430,Single,22.66,Standard,21.21725486,27.2,Budget,0,CH,2,74.23608754,49.86
652,Name_652@email.com,firstName_652,Name_652,36.92,F,Person,S,0,7325.5,FALSE,0.836858603,T,Assessed,43000,Single,28.52,Intnl_discount,36.0548837,161.54,FreeLocal,0,CC,2,75.98039281,190.06
654,Name_654@email.com,firstName_654,Name_654,46.84,M,Person,M,2,28766.9,FALSE,0.463133474,F,Assessed,95051,Married,6.11,Standard,6.142932062,58.08,Budget,0,CC,4,38.89775297,64.2
656,Name_656@email.com,firstName_656,Name_656,16.333333,M,Person,M,1,5252.29,FALSE,0.139165841,F,Assessed,87430,Married,2.65,Standard,33.01519185,17.08,Budget,1,Auto,2,83.90747635,19.73
660,Name_660@email.com,firstName_660,Name_660,25.033333,M,Person,M,2,91272.2,FALSE,0.643432023,F,Assessed,6000,Married,26.99,Standard,23.1775621,13.01,FreeLocal,0,CC,3,69.18366489,40
666,Name_666@email.com,firstName_666,Name_666,52.266667,M,Person,S,0,69000,FALSE,0.746532477,T,Assessed,94000,Single,11.63,Intnl_discount,9.7,115.66,FreeLocal,1,CC,4,102.9726129,137
670,Name_670@email.com,firstName_670,Name_670,19.306667,M,Person,M,2,1406.05,FALSE,0.673267513,F,Assessed,6000,Married,11.55,Standard,7.495381918,15.17,Budget,0,CC,3,81.38556236,26.72
672,Name_672@email.com,firstName_672,Name_672,43,F,Person,S,0,73228.3,FALSE,0.376273743,F,Assessed,95051,Single,22.47,Standard,22.20225532,28.11,Budget,0,Auto,2,4.943341369,50.58
673,Name_673@email.com,firstName_673,Name_673,63.806667,F,Person,S,2,76231.9,FALSE,0.408979283,F,Assessed,95051,Single,2.01,Standard,20.18765606,150.75,FreeLocal,0,Auto,4,138.9533019,152.76
678,Name_678@email.com,firstName_678,Name_678,52.146667,M,Person,M,1,64792.3,FALSE,0.984770858,T,Assessed,6200,Married,13.05,Standard,1.51,36.84,FreeLocal,0,CH,1,86.34558435,51.41
681,Name_681@email.com,firstName_681,Name_681,40.313333,F,Person,S,0,93322.1,FALSE,0.810534716,T,Assessed,93000,Single,29.92,Intnl_discount,0.280640655,8.79,Budget,0,CH,1,40.39117398,38.72
686,Name_686@email.com,firstName_686,Name_686,63.653333,M,Person,M,1,63437.3,FALSE,0.776427222,T,Assessed,6200,Married,0.68,Intnl_discount,3.35,10.94,Budget,0,CC,3,120.5390155,14.98
690,Name_690@email.com,firstName_690,Name_690,51.52,M,Person,M,2,49910.7,FALSE,0.458708304,F,Assessed,6200,Married,27.42,Standard,22.91439799,23.72,Budget,0,CC,1,55.16020623,51.14
692,Name_692@email.com,firstName_692,Name_692,44.573333,M,Person,M,0,76161.4,FALSE,0.94108584,T,Assessed,93000,Married,11.96,Standard,25.30760085,25.58,FreeLocal,0,CC,3,130.3657986,37.55
693,Name_693@email.com,firstName_693,Name_693,14.573333,F,Person,M,2,55860,FALSE,0.184312928,F,Assessed,94000,Married,16.01,Intnl_discount,4.55088114,10.35,FreeLocal,0,CC,4,70.06665739,26.37
694,Name_694@email.com,firstName_694,Name_694,64.8,F,Person,S,1,12686,FALSE,0.963476614,T,Assessed,93000,Single,23.23,Standard,29.048624,80.64,Budget,0,Auto,1,50.45044951,103.88
702,Name_702@email.com,firstName_702,Name_702,53.253333,M,Person,M,2,57360.8,FALSE,0.62170747,F,Assessed,43000,Married,10.36,Standard,41.88146984,57.25,FreeLocal,0,CC,2,77.83679431,67.61
703,Name_703@email.com,firstName_703,Name_703,45.513333,M,Person,M,1,92414.7,FALSE,0.743732261,T,Assessed,94000,Married,29.43,Standard,3.654256996,10.62,FreeLocal,0,CC,4,32.98103429,40.06
704,Name_704@email.com,firstName_704,Name_704,42.14,M,Person,M,1,60102.7,FALSE,0.712815005,T,Assessed,87430,Married,9.84,Standard,40.40864851,62.44,FreeLocal,1,CH,4,80.03357999,72.29
706,Name_706@email.com,firstName_706,Name_706,43,F,Person,M,2,17888.7,FALSE,0.677693657,F,Assessed,95051,Married,29.41,Standard,11.73908061,332.46,Budget,0,CC,4,34.08695835,361.88
707,Name_707@email.com,firstName_707,Name_707,53.553333,F,Person,S,1,12526.3,FALSE,0.773838305,T,Assessed,6000,Single,11.72,Intnl_discount,49.21154652,28.86,FreeLocal,0,CC,1,44.81075444,40.59
710,Name_710@email.com,firstName_710,Name_710,60.933333,F,Person,S,2,14578.8,FALSE,0.726034999,T,Assessed,92100,Single,11.91,Standard,29.20825787,95.1,Budget,0,Auto,1,97.80194678,107.02
713,Name_713@email.com,firstName_713,Name_713,42.346667,M,Person,M,0,78572.2,FALSE,0.70382654,T,Assessed,95051,Married,21.81,Standard,7.118599433,29.28,FreeLocal,1,CC,3,24.76871516,51.09
714,Name_714@email.com,firstName_714,Name_714,17.86,M,Person,M,1,3933.74,FALSE,0.637233064,F,Assessed,92100,Married,9.75,Intnl_discount,49.08428609,47.91,Budget,0,CC,2,77.70388889,57.67
715,Name_715@email.com,firstName_715,Name_715,34.706667,F,Person,M,2,48238.8,FALSE,0.131894122,F,Assessed,43000,Married,23.28,Standard,37.32489975,168.03,FreeLocal,0,CC,1,0.399200621,191.32
717,Name_717@email.com,firstName_717,Name_717,12.34,F,Person,M,0,28770.9,FALSE,0.848919689,T,Assessed,92100,Married,27.99,Standard,5.32,16.27,FreeLocal,0,CH,3,133.7071178,49.6
718,Name_718@email.com,firstName_718,Name_718,53.366667,F,Person,M,2,87578.2,FALSE,0.643212258,F,Assessed,87430,Married,0.29,Standard,5.810616111,22.15,Budget,0,CC,2,18.96822372,22.44
719,Name_719@email.com,firstName_719,Name_719,13.906667,F,Person,M,2,86695.4,FALSE,0.598809102,F,Assessed,6200,Married,25.94,Standard,9.385251983,32.09,FreeLocal,0,CC,2,45.83143645,58.03
721,Name_721@email.com,firstName_721,Name_721,47,F,Person,S,2,76791.2,FALSE,0.124745082,F,Assessed,95051,Single,20.71,Intnl_discount,5.769898803,23,Budget,0,CC,1,10.66069085,43.71
725,Name_725@email.com,firstName_725,Name_725,14.193333,F,Person,S,0,30763.8,FALSE,0.732573133,T,Assessed,95051,Single,21.32,Standard,15.60781722,35.85,Budget,0,CC,4,34.12944595,57.17
726,Name_726@email.com,firstName_726,Name_726,54.046667,F,Person,M,2,3193.6,FALSE,0.643333522,F,Assessed,87430,Married,4.19,Standard,45.14730476,114.62,Budget,1,CH,3,47.37200475,118.82
730,Name_730@email.com,firstName_730,Name_730,56.193333,F,Person,M,0,83287,FALSE,0.577956962,F,Assessed,43000,Married,29.64,Intnl_discount,33.54470679,90.18,FreeLocal,4,Auto,4,82.83381042,119.82
731,Name_731@email.com,firstName_731,Name_731,18.94,M,Person,S,1,2056.06,FALSE,0.908084396,T,Assessed,94000,Single,24.07,Standard,6.98,27.75,Budget,0,Auto,4,109.796623,58.8
732,Name_732@email.com,firstName_732,Name_732,35.706667,F,Person,M,2,7776.6,FALSE,0.657097161,F,Assessed,43000,Married,25.87,Standard,23.54996489,68.33,FreeLocal,0,CC,3,99.57325089,94.2
733,Name_733@email.com,firstName_733,Name_733,47.853333,M,Person,M,1,2067.82,FALSE,0.51267244,F,Assessed,87430,Married,15.25,Intnl_discount,40.04080775,70.65,Budget,0,CC,2,108.9789767,85.9
734,Name_734@email.com,firstName_734,Name_734,63.353333,M,Person,S,0,77000,FALSE,0.980332514,T,Assessed,6200,Single,4.58,Standard,7.66,8.49,Budget,0,CC,3,94.99293136,20.74
736,Name_736@email.com,firstName_736,Name_736,42.166667,F,Person,M,2,69343.3,FALSE,0.625392747,F,Assessed,93000,Married,6.36,Standard,23.97872365,15.54,FreeLocal,0,CC,2,59.43278114,21.91
737,Name_737@email.com,firstName_737,Name_737,44,F,Person,M,0,83287,FALSE,0.448009236,F,Assessed,43000,Married,0.57,Standard,4.778188079,23.89,Budget,2,Auto,2,115.2397511,24.46
740,Name_740@email.com,firstName_740,Name_740,46,F,Person,M,0,14932.5,FALSE,0.434656499,F,Assessed,6000,Married,4.91,Intnl_discount,17.03881877,6.5,Budget,0,CC,2,32.528804,11.42
741,Name_741@email.com,firstName_741,Name_741,52.646667,F,Person,S,0,27498.1,FALSE,0.637712632,F,Assessed,94000,Single,2.2,Intnl_discount,21.02827889,9.88,Budget,0,CC,4,23.17206898,12.08
743,Name_743@email.com,firstName_743,Name_743,59.833333,F,Person,M,2,21419.9,FALSE,0.410004006,F,Assessed,87430,Married,26.39,Standard,49.52431837,103.12,FreeLocal,0,CC,1,127.3658359,129.51
744,Name_744@email.com,firstName_744,Name_744,22.88,F,Person,M,2,30665.2,FALSE,0.614800309,F,Assessed,92100,Married,5.83,Standard,8.32,63.28,FreeLocal,0,Auto,4,6.572241966,77.44
745,Name_745@email.com,firstName_745,Name_745,67,F,Person,M,1,70000,FALSE,0.338348742,F,Assessed,94000,Married,6.08,Intnl_discount,36.7692149,30.95,FreeLocal,0,Auto,2,29.16085357,37.04
746,Name_746@email.com,firstName_746,Name_746,46,F,Person,M,2,50561.3,FALSE,0.663308369,F,Assessed,87430,Married,16.6,Standard,15.49720913,113.31,Budget,1,CH,2,87.73436549,129.91
748,Name_748@email.com,firstName_748,Name_748,61,F,Person,S,2,23464,FALSE,0.80432334,T,Assessed,6200,Single,22.43,Intnl_discount,24.09142295,41.71,Budget,0,CC,3,129.1180024,64.14
749,Name_749@email.com,firstName_749,Name_749,47,F,Person,M,2,194.57,FALSE,0.697808764,F,Assessed,92100,Married,28.26,Standard,42.97732083,38.95,FreeLocal,0,CC,2,62.09529667,67.21
750,Name_750@email.com,firstName_750,Name_750,46,F,Person,M,1,98680.4,FALSE,0.430283078,F,Assessed,94000,Married,17.58,Intnl_discount,32.27993151,8.85,FreeLocal,0,CH,4,120.5947503,26.44
751,Name_751@email.com,firstName_751,Name_751,52.646667,M,Person,M,0,65619.7,FALSE,0.902966546,T,Assessed,93000,Married,13.56,Standard,12.06851774,144.66,Budget,0,CC,2,139.9154962,158.22
752,Name_752@email.com,firstName_752,Name_752,47,F,Person,M,1,95620.3,FALSE,0.10485844,F,Assessed,6200,Married,10.91,Standard,46.21273816,93.61,Budget,0,CC,4,110.1130392,104.53
753,Name_753@email.com,firstName_753,Name_753,62,F,Person,S,0,85275,FALSE,0.49422916,F,Assessed,6200,Single,22.48,Intnl_discount,17.66333967,151.61,FreeLocal,0,Auto,1,139.3487813,174.09
754,Name_754@email.com,firstName_754,Name_754,46,F,Person,M,1,66921.4,FALSE,0.334785465,F,Assessed,94000,Married,15.7,Intnl_discount,42.59142514,8.97,FreeLocal,0,CC,1,66.81224954,24.67
755,Name_755@email.com,firstName_755,Name_755,70,F,Person,M,1,98453.6,FALSE,0.267501584,F,Assessed,6200,Married,13.72,Standard,20.80104848,11.65,FreeLocal,0,Auto,4,83.62733727,25.38
756,Name_756@email.com,firstName_756,Name_756,27.746667,F,Person,M,2,94026.8,FALSE,0.468855867,F,Assessed,43000,Married,25,Intnl_discount,26.1865853,10.62,FreeLocal,0,CC,2,86.78531469,35.63
758,Name_758@email.com,firstName_758,Name_758,55,F,Person,S,2,57420,FALSE,0.599919303,F,Assessed,93000,Single,25.18,Standard,37.45306027,252.53,Budget,1,Auto,4,16.63623018,277.72
759,Name_759@email.com,firstName_759,Name_759,45.486667,M,Person,M,0,66666,FALSE,0.846753886,T,Assessed,6000,Married,3.93,Standard,3.73,26.69,FreeLocal,1,CC,1,147.8655101,34.35
761,Name_761@email.com,firstName_761,Name_761,41,M,Person,M,2,47639.1,FALSE,0.631398508,F,Assessed,6000,Married,17.48,Intnl_discount,30.99100243,39.62,Budget,0,CC,4,68.48290269,57.11
762,Name_762@email.com,firstName_762,Name_762,52.36,F,Person,M,2,63234.5,FALSE,0.312046644,F,Assessed,6200,Married,0,Intnl_discount,34.83744124,1.16,FreeLocal,0,CH,4,129.2813719,1.16
766,Name_766@email.com,firstName_766,Name_766,42.626667,F,Person,M,2,18296.4,FALSE,0.463114899,F,Assessed,43000,Married,0.08,Standard,7.451850914,10.39,FreeLocal,0,CC,4,81.75306628,10.47
767,Name_767@email.com,firstName_767,Name_767,22.226667,F,Person,S,0,39461,FALSE,0.874094577,T,Assessed,93000,Single,22.87,Standard,0.28,103.52,FreeLocal,1,CC,1,45.37579369,126.68
769,Name_769@email.com,firstName_769,Name_769,56.193333,F,Person,S,1,70000,FALSE,0.529408936,F,Assessed,6000,Single,22.82,Standard,28.91399282,63.29,FreeLocal,0,Auto,1,86.36495898,86.12
771,Name_771@email.com,firstName_771,Name_771,54.96,M,Person,M,1,47371,FALSE,0.518227993,F,Assessed,6000,Married,4.98,Intnl_discount,7.69,258.29,Budget,0,CC,4,146.3238478,270.97
772,Name_772@email.com,firstName_772,Name_772,39.746667,F,Person,M,2,52957,FALSE,0.435119099,F,Assessed,93000,Married,25.79,Standard,18.63652812,125.52,FreeLocal,2,CH,4,118.1185084,151.32
773,Name_773@email.com,firstName_773,Name_773,64.853333,F,Person,S,2,86747.1,FALSE,0.676675899,F,Assessed,6000,Single,20.15,Standard,34.63294877,37.24,Budget,0,Auto,4,43.61552465,57.4
775,Name_775@email.com,firstName_775,Name_775,63.186667,F,Person,M,1,87404.6,FALSE,0.399606793,F,Assessed,6000,Married,21.63,Standard,10.69607773,139.2,Budget,0,Auto,2,125.3458572,160.84
777,Name_777@email.com,firstName_777,Name_777,20.16,F,Person,M,2,85394,FALSE,0.242626679,F,Assessed,94000,Married,19.28,Intnl_discount,2.02,14.38,Budget,1,Auto,2,62.80310268,35.69
778,Name_778@email.com,firstName_778,Name_778,39.786667,F,Person,S,0,2121.36,FALSE,0.790209558,T,Assessed,95051,Single,2.02,Standard,30.02819584,36.78,FreeLocal,1,CC,3,131.0181925,38.8
779,Name_779@email.com,firstName_779,Name_779,56.3,F,Person,M,2,63566.1,FALSE,0.244966062,F,Assessed,43000,Married,7.94,Intnl_discount,6.127493111,65.09,Budget,0,CH,4,14.87831756,73.03
782,Name_782@email.com,firstName_782,Name_782,12.846667,F,Person,S,0,89813.6,FALSE,0.263917187,F,Assessed,95051,Single,14.94,Intnl_discount,1.96,149.26,FreeLocal,0,CC,4,101.2598871,166.18
784,Name_784@email.com,firstName_784,Name_784,33.493333,F,Person,M,2,82644.2,FALSE,0.521585854,F,Assessed,6000,Married,21.97,Intnl_discount,14.14539674,19.88,FreeLocal,0,CC,2,10.52309633,41.85
785,Name_785@email.com,firstName_785,Name_785,14.04,F,Person,S,1,27783.6,FALSE,0.847627668,T,Assessed,87430,Single,4.97,Standard,6.53,18.07,FreeLocal,0,CC,2,43.72140262,29.58
788,Name_788@email.com,firstName_788,Name_788,41.666667,F,Person,M,2,60485.5,FALSE,0.157048091,F,Assessed,92100,Married,11.7,Intnl_discount,21.15510505,28.7,Budget,0,Auto,3,139.891555,40.41
791,Name_791@email.com,firstName_791,Name_791,31.913333,F,Person,M,2,809.43,FALSE,0.17867725,F,Assessed,92100,Married,0,Intnl_discount,14.1893139,2.89,FreeLocal,0,CH,4,9.030700415,2.89
792,Name_792@email.com,firstName_792,Name_792,58.28,M,Person,S,1,76529.8,FALSE,0.814988435,T,Assessed,92100,Single,18.46,Standard,5.36,20.05,Budget,0,CC,4,93.16535851,43.89
793,Name_793@email.com,firstName_793,Name_793,63.253333,F,Person,M,2,34577.7,FALSE,0.389912054,F,Assessed,95051,Married,29.18,Standard,25.63693383,116.57,Budget,3,CH,4,73.0922203,145.75
795,Name_795@email.com,firstName_795,Name_795,67,F,Person,M,0,66666,FALSE,0.511127811,F,Assessed,87430,Married,27.56,Standard,40.34029014,45.46,Budget,0,Auto,1,64.24420977,73.02
796,Name_796@email.com,firstName_796,Name_796,52.166667,F,Person,S,2,19008.4,FALSE,0.901708261,T,Assessed,94000,Single,10.54,Standard,2.478059024,137.19,FreeLocal,0,CC,4,50.78732297,147.74
797,Name_797@email.com,firstName_797,Name_797,55.966667,F,Person,M,0,98056.3,FALSE,0.580835874,F,Assessed,94000,Married,23.7,Standard,14.1897474,126.96,FreeLocal,0,Auto,1,140.5914007,150.67
798,Name_798@email.com,firstName_798,Name_798,53.213333,M,Person,M,0,80000,FALSE,0.89937276,T,Assessed,94000,Married,0,Standard,16.81556133,2.21,Budget,0,CH,1,58.63975902,2.21
800,Name_800@email.com,firstName_800,Name_800,52.74,M,Person,M,0,78894.2,FALSE,0.94154967,T,Assessed,6200,Married,2,Intnl_discount,1.41,43.23,Budget,0,CH,3,30.06510429,46.65
801,Name_801@email.com,firstName_801,Name_801,20.92,M,Person,S,1,16432.1,FALSE,0.768671351,T,Assessed,94000,Single,20.41,Intnl_discount,8.89,80.47,Budget,0,CH,4,141.1762701,109.78
802,Name_802@email.com,firstName_802,Name_802,32,M,Person,S,1,62797.9,FALSE,0.556448781,F,Assessed,6000,Single,8.32,Intnl_discount,4.28,55.48,Budget,0,CH,2,26.06684359,68.09
803,Name_803@email.com,firstName_803,Name_803,42.233333,M,Person,S,1,71329.9,FALSE,0.898151537,T,Assessed,92100,Single,14.27,Standard,3.55,45.92,Budget,0,CC,3,28.4800567,63.75
807,Name_807@email.com,firstName_807,Name_807,53.013333,F,Person,S,0,20913.6,FALSE,0.790294654,T,Assessed,94000,Single,22.99,Standard,7.16,65.77,FreeLocal,0,CC,1,94.21795769,95.93
810,Name_810@email.com,firstName_810,Name_810,39.213333,F,Person,S,1,540.4,FALSE,0.763399034,T,Assessed,6200,Single,12.34,Intnl_discount,4.263128296,7.75,Budget,0,Auto,3,35.92465847,20.1
814,Name_814@email.com,firstName_814,Name_814,17.006667,M,Person,M,2,67339.8,FALSE,0.359071955,F,Assessed,87430,Married,27.83,Intnl_discount,5.19,48.69,FreeLocal,0,CC,3,78.95974776,81.72
816,Name_816@email.com,firstName_816,Name_816,46.38,M,Person,M,1,75799.9,FALSE,0.813428381,T,Assessed,43000,Married,22.24,Intnl_discount,7.02,64.8,FreeLocal,0,CC,2,127.9996701,94.06
817,Name_817@email.com,firstName_817,Name_817,53.06,F,Person,S,2,15688.5,FALSE,0.765469787,T,Assessed,92100,Single,14.39,Standard,20.89832174,8.03,Budget,0,CC,3,74.29767494,22.42
818,Name_818@email.com,firstName_818,Name_818,16.073333,F,Person,S,0,43382.3,FALSE,0.739229262,T,Assessed,92100,Single,29.67,Standard,8.76,99.94,FreeLocal,0,CH,3,139.0965111,138.37
820,Name_820@email.com,firstName_820,Name_820,62.053333,F,Person,S,0,5185.31,FALSE,0.747637998,T,Assessed,93000,Single,16.39,Intnl_discount,5.99,30.51,FreeLocal,0,CC,4,59.78733777,52.9
821,Name_821@email.com,firstName_821,Name_821,16.06,F,Person,D,1,13011.4,FALSE,0.982843594,T,Assessed,93000,Divorsed,26.01,Standard,36.47732938,108.44,Budget,0,CC,3,114.383956,134.45
822,Name_822@email.com,firstName_822,Name_822,22.433333,F,Person,S,0,35000,FALSE,0.818311958,T,Assessed,43000,Single,22.96,Intnl_discount,8.28,75.27,Budget,0,CH,4,72.20423799,106.53
824,Name_824@email.com,firstName_824,Name_824,41.92,F,Person,M,2,80087.7,FALSE,0.498567638,F,Assessed,6000,Married,8.74,Standard,35.22861281,22.82,FreeLocal,0,CC,3,56.79420515,31.56
825,Name_825@email.com,firstName_825,Name_825,38.04,F,Person,M,2,59691.3,FALSE,0.45713836,F,Assessed,6200,Married,21.94,Standard,10.82360262,256.7,Budget,0,CC,1,61.0408244,278.65
827,Name_827@email.com,firstName_827,Name_827,52,F,Person,S,2,11251.1,FALSE,0.850012743,T,Assessed,87430,Single,28.42,Standard,28.25557473,113.48,FreeLocal,0,CC,4,23.85542575,141.91
829,Name_829@email.com,firstName_829,Name_829,49.62,M,Person,M,1,70908.7,FALSE,0.780996459,T,Assessed,94000,Married,7.7,Standard,4.55,43.2,FreeLocal,0,CC,1,62.30935705,55.47
